title,rating,genre,director,star,score
Belle Epoque,R,Comedy,Fernando Trueba,Fernando Fernán Gómez,7.1
Swoon,R,Crime,Tom Kalin,Daniel Schlachet,6.7
Knight Moves,R,Crime,Carl Schenkel,Christopher Lambert,6.1
Light Sleeper,R,Crime,Paul Schrader,Willem Dafoe,6.8
Sarafina!,PG-13,Drama,Darrell Roodt,Whoopi Goldberg,6.3
For a Lost Soldier,Unrated,Drama,Roeland Kerbosch,Maarten Smit,7.5
In the Soup,R,Comedy,Alexandre Rockwell,Steve Buscemi,7.1
A Stranger Among Us,PG-13,Crime,Sidney Lumet,Melanie Griffith,5.6
Where the Day Takes You,R,Crime,Marc Rocco,Dermot Mulroney,6.6
Passion Fish,R,Drama,John Sayles,Mary McDonnell,7.4
That Night,PG-13,Drama,Craig Bolotin,C. Thomas Howell,6.6
American Heart,R,Crime,Martin Bell,Jeff Bridges,6.7
The Babe,PG,Biography,Arthur Hiller,John Goodman,5.9
Christopher Columbus: The Discovery,PG-13,Adventure,John Glen,Marlon Brando,4.5
Prelude to a Kiss,PG-13,Comedy,Norman René,Meg Ryan,5.6
The Best Intentions,Not Rated,Biography,Bille August,Samuel Fröler,7.8
The Public Eye,R,Crime,Howard Franklin,Joe Pesci,6.5
Article 99,R,Comedy,Howard Deutch,Ray Liotta,6.1
The Mambo Kings,R,Drama,Arne Glimcher,Armand Assante,6.4
Into the West,PG,Adventure,Mike Newell,Gabriel Byrne,7.0
City of Joy,PG-13,Drama,Roland Joffé,Patrick Swayze,6.5
Mr. Saturday Night,R,Comedy,Billy Crystal,Billy Crystal,5.9
Twin Dragons,PG-13,Action,Ringo Lam,Jackie Chan,6.5
Aces: Iron Eagle III,R,Action,John Glen,Louis Gossett Jr.,3.7
The Living End,Unrated,Comedy,Gregg Araki,Mike Dytri,6.5
Simple Men,R,Crime,Hal Hartley,Robert John Burke,7.2
Guncrazy,R,Crime,Tamra Davis,Drew Barrymore,5.5
Night and the City,R,Comedy,Irwin Winkler,Robert De Niro,5.8
Whispers in the Dark,R,Drama,Christopher Crowe,Annabella Sciorra,5.6
Hyenas,Not Rated,Comedy,Djibril Diop Mambéty,Mansour Diouf,7.4
A Tale of Winter,Not Rated,Drama,Éric Rohmer,Charlotte Véry,7.3
Man Trouble,PG-13,Comedy,Bob Rafelson,Jack Nicholson,4.7
Brain Donors,PG,Comedy,Dennis Dugan,John Turturro,7.1
Out on a Limb,PG,Comedy,Francis Veber,Matthew Broderick,5.3
Tetsuo II: Body Hammer,R,Action,Shin'ya Tsukamoto,Tomorô Taguchi,6.4
Rescue Me,PG-13,Action,Arthur Allan Seidelman,Michael Dudikoff,5.2
Ruby Cairo,PG-13,Mystery,Graeme Clifford,Andie MacDowell,5.0
This Is My Life,PG-13,Drama,Nora Ephron,Julie Kavner,6.1
Mistress,R,Comedy,Barry Primus,Robert Wuhl,5.4
Passed Away,PG-13,Comedy,Charlie Peters,Bob Hoskins,5.8
Blame It on the Bellboy,PG-13,Comedy,Mark Herman,Bronson Pinchot,5.5
Leaving Normal,R,Comedy,Edward Zwick,Christine Lahti,6.6
House of Angels,R,Comedy,Colin Nutley,Helena Bergström,6.4
Once Upon a Time in China III,R,Action,Hark Tsui,Jet Li,6.8
Shadow of the Wolf,PG-13,Adventure,Jacques Dorfmann,Lou Diamond Phillips,5.7
The Gun in Betty Lou's Handbag,PG-13,Comedy,Allan Moyle,Penelope Ann Miller,5.1
Tombstone,R,Action,George P. Cosmatos,Kurt Russell,7.8
The Sandlot,PG,Comedy,David Mickey Evans,Tom Guiry,7.8
Jurassic Park,PG-13,Action,Steven Spielberg,Sam Neill,8.1
Dazed and Confused,R,Comedy,Richard Linklater,Jason London,7.6
Schindler's List,R,Biography,Steven Spielberg,Liam Neeson,8.9
True Romance,R,Crime,Tony Scott,Christian Slater,7.9
Naked,Not Rated,Comedy,Mike Leigh,David Thewlis,7.8
Robin Hood: Men in Tights,PG-13,Adventure,Mel Brooks,Cary Elwes,6.7
A Bronx Tale,R,Crime,Robert De Niro,Robert De Niro,7.8
What's Eating Gilbert Grape,PG-13,Drama,Lasse Hallström,Johnny Depp,7.7
Hocus Pocus,PG,Comedy,Kenny Ortega,Bette Midler,6.9
Carlito's Way,R,Crime,Brian De Palma,Al Pacino,7.9
Mrs. Doubtfire,PG-13,Comedy,Chris Columbus,Robin Williams,7.0
The Fugitive,PG-13,Action,Andrew Davis,Harrison Ford,7.8
Demolition Man,R,Action,Marco Brambilla,Sylvester Stallone,6.7
Dennis the Menace,PG,Comedy,Nick Castle,Walter Matthau,5.6
Falling Down,R,Action,Joel Schumacher,Michael Douglas,7.6
The Pelican Brief,PG-13,Crime,Alan J. Pakula,Julia Roberts,6.6
The Firm,R,Drama,Sydney Pollack,Tom Cruise,6.8
Last Action Hero,PG-13,Action,John McTiernan,Arnold Schwarzenegger,6.4
Sister Act 2: Back in the Habit,PG,Comedy,Bill Duke,Whoopi Goldberg,5.6
Groundhog Day,PG,Comedy,Harold Ramis,Bill Murray,8.0
Philadelphia,PG-13,Drama,Jonathan Demme,Tom Hanks,7.7
Super Mario Bros.,PG,Adventure,Annabel Jankel,Bob Hoskins,4.1
Sleepless in Seattle,PG,Comedy,Nora Ephron,Tom Hanks,6.8
Cliffhanger,R,Action,Renny Harlin,Sylvester Stallone,6.4
The Piano,R,Drama,Jane Campion,Holly Hunter,7.6
The Nightmare Before Christmas,PG,Animation,Henry Selick,Danny Elfman,8.0
Rookie of the Year,PG,Comedy,Daniel Stern,Thomas Ian Nicholas,6.1
"Blood In, Blood Out",R,Crime,Taylor Hackford,Damian Chapa,8.0
In the Name of the Father,R,Biography,Jim Sheridan,Daniel Day-Lewis,8.1
Alive,R,Biography,Frank Marshall,Ethan Hawke,7.1
Addams Family Values,PG-13,Comedy,Barry Sonnenfeld,Anjelica Huston,6.8
Indecent Proposal,R,Drama,Adrian Lyne,Robert Redford,6.0
In the Line of Fire,R,Action,Wolfgang Petersen,Clint Eastwood,7.2
The Age of Innocence,PG,Drama,Martin Scorsese,Daniel Day-Lewis,7.2
Menace II Society,R,Crime,Albert Hughes,Tyrin Turner,7.5
Gettysburg,PG,Drama,Ron Maxwell,Tom Berenger,7.6
The Three Musketeers,PG,Action,Stephen Herek,Charlie Sheen,6.4
The Three Musketeers,PG-13,Action,Paul W.S. Anderson,Logan Lerman,5.7
Homeward Bound: The Incredible Journey,G,Adventure,Duwayne Dunham,Michael J. Fox,6.9
The Secret Garden,G,Drama,Agnieszka Holland,Kate Maberly,7.3
Free Willy,PG,Adventure,Simon Wincer,Jason James Richter,6.0
RoboCop 3,PG-13,Action,Fred Dekker,Robert John Burke,4.1
The Remains of the Day,PG,Drama,James Ivory,Anthony Hopkins,7.8
Hard Target,R,Action,John Woo,Jean-Claude Van Damme,6.2
Fire in the Sky,PG-13,Biography,Robert Lieberman,D.B. Sweeney,6.5
Cool Runnings,PG,Adventure,Jon Turteltaub,John Candy,7.0
Dave,PG-13,Comedy,Ivan Reitman,Kevin Kline,6.8
Kalifornia,R,Crime,Dominic Sena,Brad Pitt,6.7
Benny & Joon,PG,Comedy,Jeremiah S. Chechik,Johnny Depp,7.2
Sliver,R,Drama,Phillip Noyce,Sharon Stone,5.0
Rudy,PG,Biography,David Anspaugh,Sean Astin,7.5
Coneheads,PG,Comedy,Steve Barron,Dan Aykroyd,5.3
So I Married an Axe Murderer,PG-13,Comedy,Thomas Schlamme,Mike Myers,6.5
Hot Shots! Part Deux,PG-13,Action,Jim Abrahams,Charlie Sheen,6.6
Much Ado About Nothing,PG-13,Comedy,Kenneth Branagh,Kenneth Branagh,7.3
Much Ado About Nothing,PG-13,Comedy,Joss Whedon,Alexis Denisof,7.1
The Crush,R,Drama,Alan Shapiro,Cary Elwes,5.8
Loaded Weapon 1,PG-13,Action,Gene Quintano,Emilio Estevez,6.2
This Boy's Life,R,Biography,Michael Caton-Jones,Robert De Niro,7.3
Three Colors: Blue,R,Drama,Krzysztof Kieslowski,Juliette Binoche,7.9
Grumpy Old Men,PG-13,Comedy,Donald Petrie,Jack Lemmon,7.0
A Perfect World,PG-13,Crime,Clint Eastwood,Kevin Costner,7.5
Leprechaun,R,Comedy,Mark Jones,Warwick Davis,4.8
Malice,R,Crime,Harold Becker,Alec Baldwin,6.4
What's Love Got to Do with It,R,Biography,Brian Gibson,Angela Bassett,7.3
Short Cuts,R,Comedy,Robert Altman,Andie MacDowell,7.7
Son in Law,PG-13,Comedy,Steve Rash,Pauly Shore,5.8
Striking Distance,R,Action,Rowdy Herrington,Bruce Willis,5.9
Searching for Bobby Fischer,PG,Biography,Steven Zaillian,Joe Mantegna,7.4
Matinee,PG,Comedy,Joe Dante,John Goodman,6.9
The Good Son,R,Drama,Joseph Ruben,Macaulay Culkin,6.4
The Beverly Hillbillies,PG,Comedy,Penelope Spheeris,Diedrich Bader,5.0
Beethoven's 2nd,PG,Comedy,Rod Daniel,Charles Grodin,4.9
Cronos,R,Fantasy,Guillermo del Toro,Federico Luppi,6.7
Geronimo: An American Legend,PG-13,Drama,Walter Hill,Jason Patric,6.5
Wayne's World 2,PG-13,Comedy,Stephen Surjik,Mike Myers,6.2
Point of No Return,R,Action,John Badham,Bridget Fonda,6.1
Boxing Helena,R,Drama,Jennifer Lynch,Julian Sands,4.7
Romeo Is Bleeding,R,Crime,Peter Medak,Gary Oldman,6.6
Rising Sun,R,Action,Philip Kaufman,Sean Connery,6.3
For Love or Money,PG,Comedy,Barry Sonnenfeld,Michael J. Fox,6.2
Teenage Mutant Ninja Turtles III,PG,Action,Stuart Gillard,Elias Koteas,4.8
Body Snatchers,R,Horror,Abel Ferrara,Gabrielle Anwar,6.0
Stalingrad,Not Rated,Drama,Joseph Vilsmaier,Dominique Horwitz,7.5
Airborne,PG,Adventure,Rob Bowman,Shane McDermott,6.3
The Thing Called Love,PG-13,Comedy,Peter Bogdanovich,River Phoenix,6.4
The Vanishing,R,Drama,George Sluizer,Jeff Bridges,6.3
Undercover Blues,PG-13,Comedy,Herbert Ross,Kathleen Turner,6.1
Little Buddha,PG,Drama,Bernardo Bertolucci,Keanu Reeves,6.1
Dragon,PG-13,Action,Rob Cohen,Jason Scott Lee,7.0
Poetic Justice,R,Drama,John Singleton,Janet Jackson,6.1
The Joy Luck Club,R,Drama,Wayne Wang,Tamlyn Tomita,7.7
The Cement Garden,Not Rated,Drama,Andrew Birkin,Charlotte Gainsbourg,7.1
Untamed Heart,PG-13,Drama,Tony Bill,Christian Slater,6.8
Batman: Mask of the Phantasm,PG,Animation,Directors,Kevin Conroy,7.8
Freaked,PG-13,Comedy,Tom Stern,Brooke Shields,6.4
Swing Kids,PG-13,Drama,Thomas Carter,Robert Sean Leonard,6.8
Heart and Souls,PG-13,Comedy,Ron Underwood,Robert Downey Jr.,7.0
Needful Things,R,Crime,Fraser C. Heston,Max von Sydow,6.3
Ruby in Paradise,R,Drama,Victor Nunez,Ashley Judd,7.0
Six Degrees of Separation,R,Comedy,Fred Schepisi,Will Smith,6.8
The Man Without a Face,PG-13,Drama,Mel Gibson,Mel Gibson,6.7
Farewell My Concubine,R,Drama,Kaige Chen,Leslie Cheung,8.1
Sniper,R,Action,Luis Llosa,Tom Berenger,6.1
Judgment Night,R,Action,Stephen Hopkins,Emilio Estevez,6.6
Shadowlands,PG,Biography,Richard Attenborough,Anthony Hopkins,7.3
Arizona Dream,R,Comedy,Emir Kusturica,Johnny Depp,7.3
Nowhere to Run,R,Action,Robert Harmon,Jean-Claude Van Damme,5.7
King of the Hill,PG-13,Drama,Steven Soderbergh,Jesse Bradford,7.4
Mad Dog and Glory,R,Comedy,John McNaughton,Robert De Niro,6.2
We're Back! A Dinosaur's Story,G,Animation,Directors,John Goodman,6.1
The Program,R,Action,David S. Ward,James Caan,6.5
Ghost in the Machine,R,Horror,Rachel Talalay,Karen Allen,4.6
Fearless,R,Drama,Peter Weir,Jeff Bridges,7.1
Fearless,PG-13,Action,Ronny Yu,Jet Li,7.6
Manhattan Murder Mystery,PG,Comedy,Woody Allen,Woody Allen,7.3
Surf Ninjas,PG,Action,Neal Israel,Ernie Reyes Sr.,5.1
Weekend at Bernie's II,PG,Adventure,Robert Klane,Andrew McCarthy,4.8
The Adventures of Huck Finn,PG,Adventure,Stephen Sommers,Elijah Wood,6.2
Made in America,PG-13,Comedy,Richard Benjamin,Whoopi Goldberg,5.1
M. Butterfly,R,Drama,David Cronenberg,Jeremy Irons,6.8
The Dark Half,R,Horror,George A. Romero,Timothy Hutton,6.0
Only the Strong,PG-13,Action,Sheldon Lettich,Mark Dacascos,6.6
My Life,PG-13,Drama,Bruce Joel Rubin,Michael Keaton,6.8
The Meteor Man,PG,Action,Robert Townsend,Robert Townsend,5.2
Fatal Instinct,PG-13,Comedy,Carl Reiner,Armand Assante,5.8
Calendar Girl,PG-13,Comedy,John Whitesell,Jason Priestley,5.1
Heaven & Earth,R,Action,Oliver Stone,Hiep Thi Le,6.8
Indian Summer,PG-13,Comedy,Mike Binder,Alan Arkin,6.6
Once Upon a Forest,G,Animation,Charles Grosvenor,Michael Crawford,6.5
Posse,R,Western,Mario Van Peebles,Mario Van Peebles,5.5
Flesh and Bone,R,Drama,Steve Kloves,Dennis Quaid,6.2
Sommersby,PG-13,Drama,Jon Amiel,Richard Gere,6.2
Even Cowgirls Get the Blues,R,Comedy,Gus Van Sant,Uma Thurman,4.4
Life with Mikey,PG,Comedy,James Lapine,Michael J. Fox,5.6
Best of the Best II,R,Action,Robert Radler,Eric Roberts,5.6
The Thief and the Cobbler,G,Animation,Richard Williams,Vincent Price,7.1
My Boyfriend's Back,PG-13,Comedy,Bob Balaban,Andrew Lowery,5.4
Warlock: The Armageddon,R,Action,Anthony Hickox,Julian Sands,5.4
The Scent of Green Papaya,Not Rated,Drama,Anh Hung Tran,Nu Yên-Khê Tran,7.4
Kika,Unrated,Comedy,Pedro Almodóvar,Peter Coyote,6.5
Wide Sargasso Sea,NC-17,Drama,John Duigan,Karina Lombard,5.7
Iron Monkey,PG-13,Action,Woo-Ping Yuen,Rongguang Yu,7.5
Mr. Nanny,PG,Action,Michael Gottlieb,Hulk Hogan,3.8
3 Ninjas: Knuckle Up,PG-13,Action,Sang-ok Shin,Victor Wong,4.3
"Faraway, So Close!",PG-13,Drama,Wim Wenders,Otto Sander,7.3
Dangerous Game,R,Drama,Abel Ferrara,Harvey Keitel,5.6
Deadfall,R,Crime,Christopher Coppola,Michael Biehn,4.0
Deadfall,R,Crime,Stefan Ruzowitzky,Eric Bana,6.3
A Home of Our Own,PG,Biography,Tony Bill,Kathy Bates,7.1
A Far Off Place,PG,Adventure,Mikael Salomon,Reese Witherspoon,6.6
Guilty as Sin,R,Crime,Sidney Lumet,Rebecca De Mornay,5.6
The Wedding Banquet,R,Comedy,Ang Lee,Winston Chao,7.6
Another Stakeout,PG-13,Comedy,John Badham,Richard Dreyfuss,5.6
Blink,R,Crime,Michael Apted,Madeleine Stowe,6.2
Man's Best Friend,R,Comedy,John Lafia,Ally Sheedy,5.2
Mr. Jones,R,Drama,Mike Figgis,Richard Gere,5.8
Carnosaur,R,Horror,Adam Simon,Diane Ladd,3.6
Madadayo,,Drama,Akira Kurosawa,Tatsuo Matsumura,7.3
Jack the Bear,PG-13,Comedy,Marshall Herskovitz,Danny DeVito,6.5
Money for Nothing,R,Comedy,Ramón Menéndez,John Cusack,5.7
Naked in New York,R,Comedy,Daniel Algrant,Eric Stoltz,5.6
Son of the Pink Panther,PG,Comedy,Blake Edwards,Roberto Benigni,3.9
House of Cards,PG-13,Drama,Michael Lessac,Kathleen Turner,6.2
Silent Tongue,PG-13,Drama,Sam Shepard,Alan Bates,5.3
Amos & Andrew,PG-13,Comedy,E. Max Frye,Nicolas Cage,5.7
Splitting Heirs,PG-13,Comedy,Robert Young,Eric Idle,5.5
Born Yesterday,PG,Comedy,Luis Mandoki,Melanie Griffith,5.2
Mother's Boys,R,Drama,Yves Simoneau,Jamie Lee Curtis,5.4
The Nutcracker,G,Family,Emile Ardolino,Darci Kistler,5.9
Blue,Not Rated,Biography,Derek Jarman,Derek Jarman,7.3
Ed and His Dead Mother,PG-13,Comedy,Jonathan Wacks,Eric Christmas,6.0
A Dangerous Woman,R,Drama,Stephen Gyllenhaal,Debra Winger,5.8
The Shawshank Redemption,R,Drama,Frank Darabont,Tim Robbins,9.3
Pulp Fiction,R,Crime,Quentin Tarantino,John Travolta,8.9
Forrest Gump,PG-13,Drama,Robert Zemeckis,Tom Hanks,8.8
Léon: The Professional,R,Action,Luc Besson,Jean Reno,8.5
True Lies,R,Action,James Cameron,Arnold Schwarzenegger,7.2
The Lion King,G,Animation,Roger Allers,Matthew Broderick,8.5
The Lion King,PG,Animation,Jon Favreau,Donald Glover,6.9
The Mask,PG-13,Action,Chuck Russell,Jim Carrey,6.9
Speed,R,Action,Jan de Bont,Keanu Reeves,7.2
Stargate,PG-13,Action,Roland Emmerich,Kurt Russell,7.1
The Little Rascals,PG,Comedy,Penelope Spheeris,Travis Tedford,6.3
Dumb and Dumber,PG-13,Comedy,Peter Farrelly,Jim Carrey,7.3
Legends of the Fall,R,Drama,Edward Zwick,Brad Pitt,7.5
Natural Born Killers,R,Action,Oliver Stone,Woody Harrelson,7.3
The Crow,R,Action,Alex Proyas,Brandon Lee,7.6
Four Weddings and a Funeral,R,Comedy,Mike Newell,Hugh Grant,7.1
The Flintstones,PG,Comedy,Brian Levant,John Goodman,4.9
Ace Ventura: Pet Detective,PG-13,Comedy,Tom Shadyac,Jim Carrey,6.9
Little Women,PG,Drama,Gillian Armstrong,Susan Sarandon,7.3
Little Women,PG,Drama,Greta Gerwig,Saoirse Ronan,7.8
Street Fighter,PG-13,Action,Steven E. de Souza,Jean-Claude Van Damme,4.0
Chungking Express,PG-13,Comedy,Kar-Wai Wong,Brigitte Lin,8.1
Clear and Present Danger,PG-13,Action,Phillip Noyce,Harrison Ford,6.9
D2: The Mighty Ducks,PG,Comedy,Sam Weisman,Emilio Estevez,6.1
Heavenly Creatures,R,Biography,Peter Jackson,Melanie Lynskey,7.3
Clerks,R,Comedy,Kevin Smith,Brian O'Halloran,7.7
Camp Nowhere,PG,Adventure,Jonathan Prince,Jonathan Jackson,6.1
Maverick,PG,Action,Richard Donner,Mel Gibson,7.0
Wyatt Earp,PG-13,Adventure,Lawrence Kasdan,Kevin Costner,6.7
The Last Seduction,R,Crime,John Dahl,Linda Fiorentino,7.1
"The Adventures of Priscilla, Queen of the Desert",R,Comedy,Stephan Elliott,Hugo Weaving,7.5
Little Giants,PG,Comedy,Duwayne Dunham,Rick Moranis,6.4
Ed Wood,R,Biography,Tim Burton,Johnny Depp,7.8
Star Trek: Generations,PG,Action,David Carson,Patrick Stewart,6.6
Disclosure,R,Drama,Barry Levinson,Michael Douglas,6.1
Angels in the Outfield,PG,Comedy,William Dear,Danny Glover,6.2
In the Mouth of Madness,R,Drama,John Carpenter,Sam Neill,7.2
Richie Rich,PG,Comedy,Donald Petrie,Macaulay Culkin,5.4
Beverly Hills Cop III,R,Action,John Landis,Eddie Murphy,5.6
Reality Bites,PG-13,Comedy,Ben Stiller,Winona Ryder,6.6
Sirens,R,Comedy,John Duigan,Hugh Grant,5.9
Three Colors: Red,R,Drama,Krzysztof Kieslowski,Irène Jacob,8.1
Junior,PG-13,Comedy,Ivan Reitman,Arnold Schwarzenegger,4.6
New Nightmare,R,Fantasy,Wes Craven,Heather Langenkamp,6.5
Baby's Day Out,PG,Adventure,Patrick Read Johnson,Lara Flynn Boyle,6.2
The River Wild,PG-13,Adventure,Curtis Hanson,Meryl Streep,6.4
Airheads,PG-13,Comedy,Michael Lehmann,Brendan Fraser,6.1
Texas Chainsaw Massacre: The Next Generation,R,Comedy,Kim Henkel,Renée Zellweger,3.3
The Next Karate Kid,PG,Action,Christopher Cain,Pat Morita,4.5
Blown Away,R,Action,Stephen Hopkins,Jeff Bridges,6.2
Color of Night,R,Mystery,Richard Rush,Bruce Willis,5.2
North,PG,Adventure,Rob Reiner,Elijah Wood,4.5
Muriel's Wedding,R,Comedy,P.J. Hogan,Toni Collette,7.2
The Client,PG-13,Crime,Joel Schumacher,Susan Sarandon,6.7
Blank Check,PG,Comedy,Rupert Wainwright,Brian Bonsall,5.3
It Could Happen to You,PG,Comedy,Andrew Bergman,Nicolas Cage,6.4
Only You,PG,Comedy,Norman Jewison,Marisa Tomei,6.5
Once Were Warriors,R,Crime,Lee Tamahori,Rena Owen,7.9
Wolf,R,Drama,Mike Nichols,Jack Nicholson,6.2
Mary Shelley's Frankenstein,R,Drama,Kenneth Branagh,Robert De Niro,6.4
Exit to Eden,R,Comedy,Garry Marshall,Dana Delany,4.3
The Jungle Book,PG,Adventure,Stephen Sommers,Jason Scott Lee,6.0
The Jungle Book,PG,Adventure,Jon Favreau,Neel Sethi,7.4
The Hudsucker Proxy,PG,Comedy,Joel Coen,Tim Robbins,7.2
Timecop,R,Action,Peter Hyams,Jean-Claude Van Damme,5.9
The Santa Clause,PG,Comedy,John Pasquin,Tim Allen,6.5
The Specialist,R,Action,Luis Llosa,Sylvester Stallone,5.6
The Pagemaster,G,Animation,Pixote Hunt,Macaulay Culkin,6.1
Shallow Grave,R,Crime,Danny Boyle,Kerry Fox,7.3
Serial Mom,R,Comedy,John Waters,Kathleen Turner,6.8
Bad Girls,R,Action,Jonathan Kaplan,Madeleine Stowe,5.2
The Shadow,PG-13,Action,Russell Mulcahy,Alec Baldwin,6.1
When a Man Loves a Woman,R,Drama,Luis Mandoki,Meg Ryan,6.6
Blue Sky,PG-13,Drama,Tony Richardson,Jessica Lange,6.4
Quiz Show,PG-13,Biography,Robert Redford,Ralph Fiennes,7.5
Surviving the Game,R,Action,Ernest R. Dickerson,Rutger Hauer,6.2
My Father the Hero,PG,Comedy,Steve Miner,Gérard Depardieu,5.5
Nell,PG-13,Drama,Michael Apted,Jodie Foster,6.5
Three Colors: White,R,Comedy,Krzysztof Kieslowski,Zbigniew Zamachowski,7.6
My Girl 2,PG,Comedy,Howard Zieff,Dan Aykroyd,5.3
Chasers,R,Action,Dennis Hopper,Tom Berenger,5.1
The Getaway,R,Action,Roger Donaldson,Alec Baldwin,5.8
Major League II,PG,Comedy,David S. Ward,Charlie Sheen,5.6
Torment,Not Rated,Crime,Claude Chabrol,Emmanuelle Béart,7.1
Don Juan DeMarco,PG-13,Comedy,Jeremy Leven,Johnny Depp,6.7
Exotica,R,Drama,Atom Egoyan,Bruce Greenwood,7.1
Clifford,PG,Comedy,Paul Flaherty,Martin Short,5.5
Thumbelina,G,Animation,Don Bluth,Jodi Benson,6.4
Double Dragon,PG-13,Action,James Yukich,Robert Patrick,3.8
Death and the Maiden,R,Drama,Roman Polanski,Sigourney Weaver,7.3
PCU,PG-13,Comedy,Hart Bochner,Jeremy Piven,6.6
The Postman,PG,Biography,Michael Radford,Massimo Troisi,7.7
The Postman,R,Action,Kevin Costner,Kevin Costner,6.1
8 Seconds,PG-13,Biography,John G. Avildsen,Luke Perry,6.6
The Madness of King George,PG-13,Biography,Nicholas Hytner,Nigel Hawthorne,7.2
Of Love and Shadows,R,Drama,Betty Kaplan,Antonio Banderas,5.1
The Secret of Roan Inish,PG,Drama,John Sayles,Jeni Courtney,7.5
Above the Rim,R,Crime,Jeff Pollack,Duane Martin,6.6
Greedy,PG-13,Comedy,Jonathan Lynn,Michael J. Fox,6.3
With Honors,PG-13,Comedy,Alek Keshishian,Joe Pesci,6.7
Police Academy: Mission to Moscow,PG,Comedy,Alan Metter,G.W. Bailey,3.5
Little Big League,PG,Comedy,Andrew Scheinman,Luke Edwards,6.1
On Deadly Ground,R,Action,Steven Seagal,Steven Seagal,4.6
Bullets Over Broadway,R,Comedy,Woody Allen,John Cusack,7.4
Queen Margot,R,Biography,Patrice Chéreau,Isabelle Adjani,7.4
Spanking the Monkey,Unrated,Comedy,David O. Russell,Jeremy Davies,6.3
The Legend of Drunken Master,R,Action,Chia-Liang Liu,Jackie Chan,7.6
Intersection,R,Drama,Mark Rydell,Richard Gere,5.4
Sister My Sister,R,Drama,Nancy Meckler,Julie Walters,6.6
Miracle on 34th Street,PG,Family,Les Mayfield,Richard Attenborough,6.5
The Swan Princess,G,Animation,Richard Rich,Jack Palance,6.5
Threesome,R,Comedy,Andrew Fleming,Lara Flynn Boyle,6.3
The War,PG-13,Drama,Jon Avnet,Elijah Wood,6.8
The Chase,PG-13,Action,Adam Rifkin,Charlie Sheen,5.8
Milk Money,PG-13,Comedy,Richard Benjamin,Melanie Griffith,5.6
Renaissance Man,PG-13,Comedy,Penny Marshall,Danny DeVito,6.2
S.F.W.,R,Comedy,Jefery Levy,Stephen Dorff,5.8
Jason's Lyric,R,Crime,Doug McHenry,Allen Payne,6.6
Immortal Beloved,R,Biography,Bernard Rose,Gary Oldman,7.4
Eat Drink Man Woman,Not Rated,Comedy,Ang Lee,Sihung Lung,7.8
Blue Chips,PG-13,Drama,William Friedkin,Nick Nolte,6.2
The Cowboy Way,PG-13,Action,Gregg Champion,Woody Harrelson,5.9
No Escape,R,Action,Martin Campbell,Ray Liotta,6.1
No Escape,R,Action,John Erick Dowdle,Lake Bell,6.8
The Road to Wellville,R,Comedy,Alan Parker,Anthony Hopkins,5.9
Andre,PG,Adventure,George Miller,Tina Majorino,5.7
Death Machine,R,Action,Stephen Norrington,Brad Dourif,5.6
Ashes of Time,R,Action,Kar-Wai Wong,Brigitte Lin,7.1
Brainscan,R,Comedy,John Flynn,Edward Furlong,6.1
Cabin Boy,PG-13,Adventure,Adam Resnick,Chris Elliott,5.3
Guarding Tess,PG-13,Comedy,Hugh Wilson,Shirley MacLaine,6.2
Black Beauty,G,Adventure,Caroline Thompson,Sean Bean,6.6
Iron Will,PG,Adventure,Charles Haid,Mackenzie Astin,6.6
Drop Zone,R,Action,John Badham,Wesley Snipes,5.6
Through the Olive Trees,G,Drama,Abbas Kiarostami,Mohamad Ali Keshavarz,7.8
To Live,Not Rated,Drama,Yimou Zhang,You Ge,8.3
In the Army Now,PG,Comedy,Daniel Petrie Jr.,Pauly Shore,5.0
Trapped in Paradise,PG-13,Adventure,George Gallo,Nicolas Cage,5.9
"Corrina, Corrina",PG,Comedy,Jessie Nelson,Ray Liotta,6.6
The Ref,R,Comedy,Ted Demme,Denis Leary,6.9
I.Q.,PG,Comedy,Fred Schepisi,Tim Robbins,6.2
3 Ninjas Kick Back,PG,Action,Charles T. Kanganis,Victor Wong,4.6
The Favor,R,Comedy,Donald Petrie,Harley Jane Kozak,5.2
The Paper,R,Comedy,Ron Howard,Michael Keaton,6.6
Terminal Velocity,PG-13,Action,Deran Sarafian,Charlie Sheen,5.5
China Moon,R,Crime,John Bailey,Ed Harris,6.3
Little Odessa,R,Crime,James Gray,Tim Roth,6.7
Lassie,PG,Family,Daniel Petrie,Helen Slater,5.9
Monkey Trouble,PG,Adventure,Franco Amurri,Thora Birch,5.3
Fresh,R,Crime,Boaz Yakin,Sean Nelson,7.6
The Puppet Masters,R,Horror,Stuart Orme,Donald Sutherland,5.9
The Scout,PG-13,Comedy,Michael Ritchie,Albert Brooks,5.4
Backbeat,R,Biography,Iain Softley,Stephen Dorff,6.7
Leprechaun 2,R,Comedy,Rodman Flender,Warwick Davis,4.6
Love Affair,PG-13,Comedy,Glenn Gordon Caron,Warren Beatty,6.0
Mixed Nuts,PG-13,Comedy,Nora Ephron,Steve Martin,5.4
House Party 3,R,Comedy,Eric Meza,Christopher Reid,4.7
The Air Up There,PG,Comedy,Paul Michael Glaser,Kevin Bacon,5.5
Sleep with Me,R,Comedy,Rory Kelly,Craig Sheffer,5.7
Princess Caraboo,PG,Comedy,Michael Austin,Phoebe Cates,6.0
A Low Down Dirty Shame,R,Action,Keenen Ivory Wayans,Keenen Ivory Wayans,6.0
